userID	bookmarkID	tagID	timestamp
147	217	22	1289306805000
147	217	143	1289306805000
147	217	191	1289306805000
147	217	192	1289306805000
147	217	193	1289306805000
147	217	194	1289306805000
147	218	66	1289306651000
147	218	68	1289306651000
147	218	174	1289306651000
147	218	195	1289306651000
147	218	196	1289306651000
147	218	197	1289306651000
147	219	36	1289306581000
147	219	66	1289306581000
147	219	179	1289306581000
147	219	198	1289306581000
147	219	199	1289306581000
147	219	200	1289306581000
147	221	179	1289269958000
147	221	203	1289269958000
147	221	204	1289269958000
147	221	205	1289269958000
147	221	206	1289269958000
147	221	207	1289269958000
147	221	208	1289269958000
147	222	23	1289269797000
147	222	36	1289269797000
147	222	209	1289269797000
147	222	210	1289269797000
147	222	211	1289269797000
147	222	212	1289269797000
147	224	68	1289221854000
147	224	200	1289221854000
147	224	214	1289221854000
147	224	215	1289221854000
147	224	216	1289221854000
147	225	217	1289221765000
147	225	218	1289221765000
147	225	219	1289221765000
147	225	220	1289221765000
147	226	221	1289220579000
147	226	222	1289220579000
147	226	223	1289220579000
147	226	224	1289220579000
147	227	4	1289220479000
147	227	225	1289220479000
147	227	226	1289220479000
147	228	36	1289220159000
147	228	227	1289220159000
147	228	228	1289220159000
147	228	229	1289220159000
147	230	186	1289135812000
147	230	233	1289135812000
147	231	143	1289096230000
147	231	176	1289096230000
147	231	179	1289096230000
147	231	234	1289096230000
147	232	13	1289095944000
147	232	97	1289095944000
147	232	186	1289095944000
147	232	235	1289095944000
147	233	95	1289095849000
147	233	179	1289095849000
147	233	236	1289095849000
147	233	237	1289095849000
147	234	36	1289045864000
147	234	227	1289045864000
147	234	238	1289045864000
147	235	179	1289012763000
147	235	199	1289012763000
147	235	239	1289012763000
147	235	240	1289012763000
147	235	241	1289012763000
147	235	242	1289012763000
147	236	36	1289009522000
147	236	83	1289009522000
147	236	243	1289009522000
147	236	244	1289009522000
147	236	245	1289009522000
147	237	52	1288959111000
147	237	69	1288959111000
147	237	193	1288959111000
147	237	194	1288959111000
147	237	212	1288959111000
147	237	246	1288959111000
147	237	247	1288959111000
147	240	180	1288957254000
147	240	254	1288957254000
147	240	255	1288957254000
147	240	256	1288957254000
147	241	36	1288956794000
147	241	78	1288956794000
147	241	179	1288956794000
147	241	199	1288956794000
147	241	257	1288956794000
147	242	258	1288956404000
147	242	259	1288956404000
147	242	260	1288956404000
147	242	261	1288956404000
147	242	262	1288956404000
147	243	66	1288921863000
147	243	227	1288921863000
147	243	263	1288921863000
147	243	264	1288921863000
147	243	265	1288921863000
147	243	266	1288921863000
147	243	267	1288921863000
147	243	268	1288921863000
147	244	36	1288859414000
147	244	253	1288859414000
147	244	269	1288859414000
147	244	270	1288859414000
147	244	271	1288859414000
147	245	227	1288858089000
147	245	267	1288858089000
147	245	272	1288858089000
147	245	273	1288858089000
147	245	274	1288858089000
147	245	275	1288858089000
147	245	276	1288858089000
147	245	277	1288858089000
147	246	36	1288858014000
147	246	68	1288858014000
147	246	227	1288858014000
147	246	258	1288858014000
147	246	263	1288858014000
147	246	278	1288858014000
147	247	220	1288857817000
147	247	272	1288857817000
147	247	279	1288857817000
147	247	280	1288857817000
147	247	281	1288857817000
147	247	282	1288857817000
147	247	283	1288857817000
147	247	284	1288857817000
147	249	194	1288857616000
147	249	288	1288857616000
147	249	289	1288857616000
147	249	290	1288857616000
147	249	291	1288857616000
147	250	268	1288857593000
147	250	275	1288857593000
147	250	292	1288857593000
147	250	293	1288857593000
147	251	22	1288857510000
147	251	36	1288857510000
147	251	68	1288857510000
147	251	294	1288857510000
147	251	295	1288857510000
147	251	296	1288857510000
147	253	68	1288857398000
147	253	179	1288857398000
147	253	199	1288857398000
147	253	200	1288857398000
147	253	237	1288857398000
147	253	299	1288857398000
147	253	300	1288857398000
147	254	193	1288857351000
147	254	194	1288857351000
147	254	301	1288857351000
147	254	302	1288857351000
147	254	303	1288857351000
147	254	304	1288857351000
147	254	305	1288857351000
147	255	143	1288857309000
147	255	306	1288857309000
147	255	307	1288857309000
147	256	68	1288857201000
147	256	200	1288857201000
147	256	227	1288857201000
147	256	275	1288857201000
147	256	308	1288857201000
147	256	309	1288857201000
147	257	36	1288857156000
147	257	52	1288857156000
147	257	209	1288857156000
147	257	310	1288857156000
147	258	22	1288720323000
147	258	311	1288720323000
147	258	312	1288720323000
147	258	313	1288720323000
147	258	314	1288720323000
147	258	315	1288720323000
147	259	316	1288718426000
147	259	317	1288718426000
147	259	318	1288718426000
147	259	319	1288718426000
147	259	320	1288718426000
147	260	228	1288696960000
147	260	263	1288696960000
147	260	268	1288696960000
147	260	321	1288696960000
147	260	322	1288696960000
147	262	36	1288616014000
147	262	226	1288616014000
147	262	253	1288616014000
147	262	327	1288616014000
147	262	328	1288616014000
147	262	329	1288616014000
147	262	330	1288616014000
147	263	36	1288615915000
147	263	179	1288615915000
147	263	195	1288615915000
147	263	202	1288615915000
147	263	244	1288615915000
147	263	331	1288615915000
147	263	332	1288615915000
147	264	227	1288615480000
147	264	242	1288615480000
147	264	275	1288615480000
147	265	68	1288615423000
147	265	179	1288615423000
147	265	253	1288615423000
147	265	316	1288615423000
147	265	333	1288615423000
147	265	334	1288615423000
147	266	140	1288614887000
147	266	328	1288614887000
147	266	335	1288614887000
147	266	336	1288614887000
147	266	337	1288614887000
147	267	66	1288613852000
147	267	82	1288613852000
147	267	263	1288613852000
147	267	268	1288613852000
147	268	338	1288393991000
147	268	339	1288393991000
147	268	340	1288393991000
147	268	341	1288393991000
147	269	97	1288364831000
147	269	342	1288364831000
147	269	343	1288364831000
147	269	344	1288364831000
147	270	248	1288351834000
147	270	278	1288351834000
147	270	345	1288351834000
147	270	346	1288351834000
147	270	347	1288351834000
147	271	348	1288347456000
147	271	349	1288347456000
147	271	350	1288347456000
147	272	22	1288347322000
147	272	193	1288347322000
147	272	231	1288347322000
147	272	235	1288347322000
147	272	351	1288347322000
147	272	352	1288347322000
147	272	353	1288347322000
147	273	179	1288340770000
147	273	220	1288340770000
147	273	354	1288340770000
147	273	355	1288340770000
147	274	22	1288340522000
147	274	179	1288340522000
147	274	193	1288340522000
147	274	194	1288340522000
147	274	290	1288340522000
147	274	356	1288340522000
147	274	357	1288340522000
147	274	358	1288340522000
147	274	359	1288340522000
147	275	22	1288340450000
147	275	36	1288340450000
147	275	179	1288340450000
147	275	193	1288340450000
147	275	231	1288340450000
147	276	193	1288340408000
147	276	194	1288340408000
147	276	288	1288340408000
147	276	290	1288340408000
147	276	360	1288340408000
147	276	361	1288340408000
147	276	362	1288340408000
147	277	22	1288340300000
147	277	193	1288340300000
147	277	194	1288340300000
147	277	290	1288340300000
147	277	299	1288340300000
147	277	363	1288340300000
147	277	364	1288340300000
147	277	365	1288340300000
147	279	66	1288340241000
147	279	176	1288340241000
147	279	179	1288340241000
147	279	367	1288340241000
147	279	368	1288340241000
147	279	369	1288340241000
147	280	370	1288285020000
147	280	371	1288285020000
147	280	372	1288285020000
147	281	36	1288281669000
147	281	83	1288281669000
147	281	174	1288281669000
147	281	178	1288281669000
147	281	183	1288281669000
147	281	223	1288281669000
147	281	257	1288281669000
147	281	278	1288281669000
147	281	373	1288281669000
147	282	22	1288281509000
147	282	36	1288281509000
147	282	193	1288281509000
147	282	194	1288281509000
147	282	212	1288281509000
147	282	231	1288281509000
147	282	290	1288281509000
147	282	304	1288281509000
147	282	335	1288281509000
147	282	374	1288281509000
147	282	375	1288281509000
147	282	376	1288281509000
147	282	377	1288281509000
147	282	378	1288281509000
147	283	248	1288276580000
147	283	278	1288276580000
147	283	345	1288276580000
147	283	379	1288276580000
147	283	380	1288276580000
147	283	381	1288276580000
147	283	382	1288276580000
147	284	248	1288276521000
147	284	345	1288276521000
147	284	383	1288276521000
147	285	248	1288276449000
147	285	278	1288276449000
147	285	345	1288276449000
147	285	384	1288276449000
147	285	385	1288276449000
147	285	386	1288276449000
147	286	345	1288276360000
147	286	387	1288276360000
147	286	388	1288276360000
147	286	389	1288276360000
147	286	390	1288276360000
147	286	391	1288276360000
147	287	179	1288273958000
147	287	193	1288273958000
147	287	194	1288273958000
147	287	231	1288273958000
147	287	290	1288273958000
147	287	304	1288273958000
147	287	392	1288273958000
147	288	9	1288273935000
147	288	179	1288273935000
147	288	193	1288273935000
147	288	194	1288273935000
147	288	231	1288273935000
147	288	304	1288273935000
147	289	199	1288203828000
147	289	393	1288203828000
147	289	394	1288203828000
147	289	395	1288203828000
147	289	396	1288203828000
147	289	397	1288203828000
147	291	174	1288180839000
147	291	275	1288180839000
147	291	400	1288180839000
147	291	401	1288180839000
147	291	402	1288180839000
147	292	174	1288175012000
147	292	199	1288175012000
147	292	403	1288175012000
147	292	404	1288175012000
147	292	405	1288175012000
147	292	406	1288175012000
147	293	140	1288117801000
147	293	334	1288117801000
147	293	407	1288117801000
147	294	303	1288104386000
147	294	408	1288104386000
147	294	409	1288104386000
147	296	66	1288092971000
147	296	263	1288092971000
147	296	412	1288092971000
147	297	36	1288091003000
147	297	66	1288091003000
147	297	68	1288091003000
147	297	174	1288091003000
147	297	199	1288091003000
147	297	413	1288091003000
147	297	414	1288091003000
147	299	313	1288090421000
147	299	419	1288090421000
147	299	420	1288090421000
147	299	421	1288090421000
147	301	209	1288053772000
147	301	290	1288053772000
147	301	424	1288053772000
147	301	425	1288053772000
147	302	228	1288039975000
147	302	426	1288039975000
147	302	427	1288039975000
147	302	428	1288039975000
147	302	429	1288039975000
233	303	430	1289233531000
233	303	431	1289233531000
233	303	432	1289233531000
233	303	433	1289233531000
233	303	434	1289233531000
233	304	169	1288698405000
233	304	179	1288698405000
233	304	434	1288698405000
233	305	122	1288635552000
233	305	434	1288635552000
233	305	435	1288635552000
233	305	436	1288635552000
233	306	434	1288359792000
233	306	437	1288359792000
233	306	438	1288359792000
233	306	439	1288359792000
233	306	440	1288359792000
233	306	441	1288359792000
233	307	343	1288278764000
233	307	434	1288278764000
233	308	119	1288278568000
233	308	122	1288278568000
233	308	442	1288278568000
233	308	443	1288278568000
233	310	298	1288004958000
233	310	444	1288004958000
233	311	343	1287701430000
233	311	435	1287701430000
233	311	445	1287701430000
233	311	446	1287701430000
233	312	435	1287504923000
233	312	446	1287504923000
233	313	199	1287498976000
233	313	242	1287498976000
233	313	400	1287498976000
233	313	447	1287498976000
233	313	448	1287498976000
233	313	449	1287498976000
233	314	434	1287072782000
233	314	450	1287072782000
233	314	451	1287072782000
233	315	431	1287070310000
233	315	451	1287070310000
233	315	452	1287070310000
233	315	453	1287070310000
233	316	179	1286989486000
233	316	242	1286989486000
233	316	434	1286989486000
233	317	164	1286885453000
233	317	434	1286885453000
233	317	435	1286885453000
233	317	445	1286885453000
233	318	431	1286556929000
233	318	454	1286556929000
233	318	455	1286556929000
233	318	456	1286556929000
233	318	457	1286556929000
233	320	199	1286538256000
233	320	461	1286538256000
233	320	462	1286538256000
233	323	434	1286297425000
233	323	435	1286297425000
233	323	445	1286297425000
233	323	446	1286297425000
233	323	465	1286297425000
233	324	435	1286297355000
233	324	445	1286297355000
233	324	446	1286297355000
233	324	465	1286297355000
233	325	434	1286297307000
233	325	435	1286297307000
233	325	445	1286297307000
233	325	446	1286297307000
233	325	466	1286297307000
233	326	298	1286297000000
233	326	435	1286297000000
233	326	446	1286297000000
233	326	467	1286297000000
233	326	468	1286297000000
233	327	298	1286296376000
233	327	435	1286296376000
233	327	446	1286296376000
233	327	467	1286296376000
233	327	468	1286296376000
233	328	298	1286296284000
233	328	435	1286296284000
233	328	445	1286296284000
233	328	446	1286296284000
233	328	467	1286296284000
233	328	468	1286296284000
233	329	122	1286295655000
233	329	186	1286295655000
233	329	434	1286295655000
233	329	435	1286295655000
233	329	469	1286295655000
233	329	470	1286295655000
233	329	471	1286295655000
233	330	472	1285765515000
233	331	91	1285699407000
233	331	209	1285699407000
233	331	221	1285699407000
233	331	473	1285699407000
233	331	474	1285699407000
233	332	179	1285697567000
233	332	442	1285697567000
233	332	472	1285697567000
233	333	472	1285696836000
233	333	475	1285696836000
233	334	339	1284850127000
233	334	476	1284850127000
233	334	477	1284850127000
233	334	478	1284850127000
233	334	479	1284850127000
233	336	343	1284726820000
233	336	434	1284726820000
233	336	435	1284726820000
233	336	446	1284726820000
233	336	462	1284726820000
233	336	482	1284726820000
233	336	483	1284726820000
233	337	179	1284725695000
233	337	242	1284725695000
233	337	434	1284725695000
233	337	442	1284725695000
233	337	446	1284725695000
233	337	483	1284725695000
233	337	484	1284725695000
233	337	485	1284725695000
233	338	476	1284674676000
233	338	478	1284674676000
233	338	486	1284674676000
233	338	487	1284674676000
233	338	488	1284674676000
233	339	343	1283439354000
233	339	435	1283439354000
233	339	445	1283439354000
233	339	446	1283439354000
233	340	435	1283439240000
233	340	445	1283439240000
233	340	446	1283439240000
233	341	122	1283438617000
233	341	435	1283438617000
233	341	445	1283438617000
233	341	446	1283438617000
233	342	489	1283299978000
233	342	490	1283299978000
233	342	491	1283299978000
233	342	492	1283299978000
233	344	119	1282132472000
233	344	122	1282132472000
233	344	143	1282132472000
233	344	454	1282132472000
233	345	206	1280934350000
233	345	263	1280934350000
233	345	266	1280934350000
233	345	276	1280934350000
233	345	435	1280934350000
233	345	493	1280934350000
233	346	122	1278334352000
233	346	365	1278334352000
233	346	459	1278334352000
233	346	494	1278334352000
233	347	365	1278334206000
233	347	438	1278334206000
233	347	494	1278334206000
233	347	495	1278334206000
233	348	122	1278334128000
233	348	204	1278334128000
233	348	365	1278334128000
233	348	396	1278334128000
233	348	459	1278334128000
233	348	496	1278334128000
233	349	122	1278334004000
233	349	204	1278334004000
233	349	343	1278334004000
233	349	365	1278334004000
233	349	396	1278334004000
233	349	459	1278334004000
233	349	494	1278334004000
233	350	434	1278068986000
233	350	497	1278068986000
233	350	498	1278068986000
233	350	499	1278068986000
233	351	435	1277835870000
233	351	500	1277835870000
233	351	501	1277835870000
233	352	206	1276885182000
233	352	263	1276885182000
233	352	266	1276885182000
233	352	434	1276885182000
233	353	442	1276877238000
233	353	502	1276877238000
233	356	68	1275503165000
233	356	209	1275503165000
233	356	228	1275503165000
233	356	343	1275503165000
233	358	199	1275052832000
233	358	395	1275052832000
233	358	434	1275052832000
233	358	508	1275052832000
233	359	221	1274466033000
233	359	431	1274466033000
233	359	434	1274466033000
233	359	509	1274466033000
233	359	510	1274466033000
233	360	122	1273080513000
233	360	179	1273080513000
233	360	263	1273080513000
233	360	435	1273080513000
233	360	445	1273080513000
233	360	446	1273080513000
233	360	450	1273080513000
233	361	179	1273080119000
233	361	434	1273080119000
233	361	445	1273080119000
233	361	446	1273080119000
233	361	450	1273080119000
233	362	434	1273080095000
233	362	446	1273080095000
233	362	450	1273080095000
233	363	78	1272553895000
233	363	119	1272553895000
233	363	122	1272553895000
233	363	223	1272553895000
233	363	298	1272553895000
233	363	434	1272553895000
233	363	438	1272553895000
233	365	239	1271417073000
233	365	513	1271417073000
233	365	514	1271417073000
233	366	507	1269912387000
233	366	515	1269912387000
233	366	516	1269912387000
233	367	446	1269622265000
233	367	488	1269622265000
233	367	496	1269622265000
233	367	517	1269622265000
233	368	186	1269023555000
233	368	435	1269023555000
233	368	446	1269023555000
233	368	469	1269023555000
233	368	518	1269023555000
233	369	186	1269023508000
233	369	469	1269023508000
233	369	518	1269023508000
233	370	519	1268872665000
233	370	520	1268872665000
233	371	209	1268870080000
233	371	457	1268870080000
233	371	521	1268870080000
233	374	156	1268576205000
233	374	209	1268576205000
233	374	457	1268576205000
233	374	521	1268576205000
233	375	446	1268328765000
233	375	450	1268328765000
233	375	522	1268328765000
233	376	343	1268328581000
233	376	435	1268328581000
233	376	445	1268328581000
233	376	446	1268328581000
233	378	119	1268239747000
233	378	122	1268239747000
233	378	343	1268239747000
233	378	434	1268239747000
233	379	122	1268161922000
233	379	435	1268161922000
233	379	445	1268161922000
233	379	446	1268161922000
233	379	523	1268161922000
233	380	228	1267638778000
233	380	435	1267638778000
233	380	446	1267638778000
233	382	435	1267549014000
233	382	445	1267549014000
233	382	446	1267549014000
233	382	524	1267549014000
233	383	457	1267548816000
233	383	483	1267548816000
233	383	499	1267548816000
233	383	525	1267548816000
233	384	179	1267206316000
233	384	343	1267206316000
233	384	434	1267206316000
233	385	434	1267130215000
233	385	435	1267130215000
233	385	446	1267130215000
233	385	462	1267130215000
233	385	526	1267130215000
233	386	447	1267120580000
233	386	449	1267120580000
233	386	527	1267120580000
233	386	528	1267120580000
233	387	434	1266339614000
233	387	497	1266339614000
233	388	343	1266329765000
233	388	435	1266329765000
233	388	445	1266329765000
233	388	504	1266329765000
233	389	179	1265382045000
233	389	442	1265382045000
233	389	446	1265382045000
233	389	462	1265382045000
233	390	199	1264096694000
233	390	529	1264096694000
233	391	343	1264095571000
233	391	435	1264095571000
233	391	445	1264095571000
233	391	446	1264095571000
233	392	159	1264095414000
233	392	179	1264095414000
233	392	357	1264095414000
233	392	435	1264095414000
233	392	445	1264095414000
233	393	435	1264095275000
233	393	462	1264095275000
233	393	484	1264095275000
233	395	530	1264094907000
233	395	531	1264094907000
233	396	445	1264094788000
233	396	446	1264094788000
233	397	119	1264094321000
233	397	530	1264094321000
233	397	532	1264094321000
233	398	242	1264094141000
233	398	442	1264094141000
233	399	445	1264094038000
233	399	499	1264094038000
233	399	523	1264094038000
233	400	4	1263930546000
233	400	174	1263930546000
233	400	199	1263930546000
233	400	235	1263930546000
233	400	533	1263930546000
233	400	534	1263930546000
233	401	156	1262619503000
233	401	169	1262619503000
233	401	443	1262619503000
233	401	507	1262619503000
233	401	521	1262619503000
233	402	434	1261682270000
233	402	499	1261682270000
233	402	535	1261682270000
242	403	204	1289232482000
242	403	223	1289232482000
242	403	278	1289232482000
242	403	324	1289232482000
242	403	366	1289232482000
242	403	400	1289232482000
242	403	459	1289232482000
242	403	536	1289232482000
242	403	537	1289232482000
242	403	538	1289232482000
242	403	539	1289232482000
242	403	540	1289232482000
242	403	541	1289232482000
242	403	542	1289232482000
242	403	543	1289232482000
242	403	544	1289232482000
242	405	97	1288879058000
242	405	382	1288879058000
242	405	499	1288879058000
242	405	537	1288879058000
242	405	544	1288879058000
242	405	548	1288879058000
242	405	549	1288879058000
242	405	550	1288879058000
242	405	551	1288879058000
242	406	324	1288874655000
242	406	542	1288874655000
242	406	543	1288874655000
242	406	552	1288874655000
242	406	553	1288874655000
242	406	554	1288874655000
242	407	16	1288868299000
242	407	23	1288868299000
242	407	66	1288868299000
242	407	90	1288868299000
242	407	116	1288868299000
242	407	324	1288868299000
242	407	327	1288868299000
242	407	555	1288868299000
242	407	556	1288868299000
242	407	557	1288868299000
242	407	558	1288868299000
242	407	559	1288868299000
242	408	539	1288857448000
242	408	560	1288857448000
242	408	561	1288857448000
242	408	562	1288857448000
242	408	563	1288857448000
242	408	564	1288857448000
242	408	565	1288857448000
242	408	566	1288857448000
242	408	567	1288857448000
242	408	568	1288857448000
242	409	66	1288857186000
242	409	103	1288857186000
242	409	199	1288857186000
242	409	223	1288857186000
242	409	400	1288857186000
242	409	538	1288857186000
242	409	539	1288857186000
242	409	542	1288857186000
242	409	569	1288857186000
242	409	570	1288857186000
242	409	571	1288857186000
242	409	572	1288857186000
242	409	573	1288857186000
242	410	78	1288769646000
242	410	328	1288769646000
242	410	335	1288769646000
242	410	336	1288769646000
242	410	458	1288769646000
242	410	538	1288769646000
242	410	539	1288769646000
242	410	574	1288769646000
242	410	575	1288769646000
242	410	576	1288769646000
242	410	577	1288769646000
242	410	578	1288769646000
242	412	16	1288700429000
242	412	370	1288700429000
242	412	538	1288700429000
242	412	539	1288700429000
242	412	540	1288700429000
242	412	584	1288700429000
242	412	585	1288700429000
242	412	586	1288700429000
242	412	587	1288700429000
242	413	68	1288629022000
242	413	78	1288629022000
242	413	382	1288629022000
242	413	538	1288629022000
242	413	539	1288629022000
242	413	540	1288629022000
242	413	588	1288629022000
242	413	589	1288629022000
242	413	590	1288629022000
242	413	591	1288629022000
242	414	324	1288628505000
242	414	327	1288628505000
242	414	454	1288628505000
242	414	536	1288628505000
242	414	539	1288628505000
242	414	544	1288628505000
242	414	589	1288628505000
242	414	592	1288628505000
242	414	593	1288628505000
242	414	594	1288628505000
242	414	595	1288628505000
242	415	78	1288628288000
242	415	122	1288628288000
242	415	328	1288628288000
242	415	336	1288628288000
242	415	505	1288628288000
242	415	560	1288628288000
242	415	573	1288628288000
242	415	596	1288628288000
242	415	597	1288628288000
242	415	598	1288628288000
242	415	599	1288628288000
242	415	600	1288628288000
242	417	78	1288618018000
242	417	324	1288618018000
242	417	539	1288618018000
242	417	543	1288618018000
242	417	573	1288618018000
242	417	604	1288618018000
242	417	605	1288618018000
242	417	606	1288618018000
242	417	607	1288618018000
242	418	16	1287727141000
242	418	23	1287727141000
242	418	66	1287727141000
242	418	211	1287727141000
242	418	335	1287727141000
242	418	336	1287727141000
242	418	459	1287727141000
242	418	539	1287727141000
242	418	542	1287727141000
242	418	608	1287727141000
242	418	609	1287727141000
242	418	610	1287727141000
242	418	611	1287727141000
242	419	199	1287642728000
242	419	324	1287642728000
242	419	327	1287642728000
242	419	538	1287642728000
242	419	539	1287642728000
242	419	561	1287642728000
242	419	605	1287642728000
242	419	612	1287642728000
242	419	613	1287642728000
242	419	614	1287642728000
242	419	615	1287642728000
242	419	616	1287642728000
242	419	617	1287642728000
242	420	501	1287495678000
242	420	538	1287495678000
242	420	542	1287495678000
242	420	543	1287495678000
242	420	569	1287495678000
242	420	587	1287495678000
242	420	588	1287495678000
242	420	606	1287495678000
242	420	618	1287495678000
242	420	619	1287495678000
242	420	620	1287495678000
242	420	621	1287495678000
242	420	622	1287495678000
242	421	539	1287494895000
242	421	561	1287494895000
242	421	623	1287494895000
242	421	624	1287494895000
